total_sediment_thick,seafloor_age,conv_rate,subducting_abs_rate,conv_ortho
177.5,135.23,3.13,0.57,2.91
177.5,135.23,3.14,0.57,2.18
177.5,135.23,3.13,0.57,2.91
175.3,132.94,3.24,0.51,2.29
175.3,132.94,3.24,0.51,2.29
175.3,132.94,3.24,0.51,2.29
175.3,132.94,3.24,0.51,2.29
177.5,135.23,3.14,0.56,2.67
175.3,132.94,3.23,0.51,3.2
177.5,135.23,3.13,0.57,2.91
177.5,135.23,3.13,0.57,2.91
177.5,135.23,3.13,0.57,2.91
177.5,135.23,3.12,0.57,3.12
176.97,132.6,3.29,0.48,2.25
175.3,132.94,3.24,0.51,2.29
175.3,132.6,3.28,0.49,2.75
177.5,135.23,3.14,0.56,2.67
175.3,132.94,3.23,0.51,3.2
177.5,135.23,3.12,0.57,3.12
177.5,135.23,3.13,0.57,2.91
177.5,135.23,3.09,0.58,3.09
177.5,135.23,3.12,0.57,3.12
208.36,155.31,2.59,0.92,1.98
177.5,135.23,3.12,0.57,3.12
175.3,132.94,3.24,0.51,2.29
175.3,132.94,3.24,0.51,2.29
175.3,132.6,3.28,0.49,2.75
175.3,132.6,3.28,0.49,2.75
176.97,132.6,3.37,0.43,2.79
175.3,132.6,3.28,0.49,2.75
136.33,64.27,3.46,-0.42,3.04
176.97,132.6,3.37,0.43,2.79
136.33,64.27,3.55,-0.43,3.3
144.65,75.53,14.3,-11.07,14.28
144.65,75.53,14.38,-11.15,14.25
136.33,64.27,3.63,-0.48,3.44
147.19,79.46,13.89,-10.67,13.83
147.19,79.46,13.89,-10.67,13.83
145.84,77.27,14.09,-10.87,14.04
151.87,86.86,13.09,-9.89,11.98
151.87,86.86,13.09,-9.89,11.98
150.72,85.82,13.29,-10.08,12.2
147.19,79.46,13.97,-10.75,13.92
145.84,77.27,14.13,-10.91,14.08
147.19,79.46,13.93,-10.71,13.87
144.65,75.53,14.27,-11.05,14.24
144.65,75.53,14.3,-11.07,14.28
152.85,89.56,12.63,-9.44,10.34
151.87,86.86,12.97,-9.78,11.85
150.72,86.86,13.21,-10.01,12.11
150.18,84.81,13.44,-10.24,12.37
154.6,94.35,11.07,-7.94,6.45
154.6,94.35,11.15,-8.01,3.04
158.24,103.29,8.67,-5.74,8.67
159.6,106.65,8.19,-5.3,8.19
159.6,106.65,8.24,-5.35,8.24
158.92,104.98,8.46,-5.55,8.46
158.24,103.29,8.72,-5.79,8.6
157.46,101.36,8.89,-5.93,8.76
158.24,103.29,8.72,-5.79,8.6
157.1,100.47,9.21,-6.23,9.09
157.1,100.47,9.42,-6.42,9.31
157.46,101.36,9.16,-6.18,9.04
156.36,98.63,9.74,-6.71,9.6
156.36,98.63,9.92,-6.88,9.79
156.74,99.56,9.69,-6.66,9.57
156.36,98.63,9.88,-6.84,9.74
156.74,99.56,9.63,-6.61,9.52
156.74,99.56,9.69,-6.66,9.57
157.46,101.36,9.1,-6.13,8.98
157.1,100.47,9.37,-6.37,9.25
155.98,97.67,10.06,-7.01,9.08
155.98,97.67,10.11,-7.05,9.12
155.98,97.67,10.06,-7.01,9.08
155.58,96.7,10.41,-7.33,10.06
155.58,96.7,10.45,-7.36,8.71
155.58,96.7,10.41,-7.33,10.06
155.58,96.7,10.49,-7.4,8.75
155.58,96.7,10.41,-7.33,10.06
155.58,96.7,10.41,-7.33,10.06
155.58,96.7,10.49,-7.4,8.75
155.28,95.96,10.64,-7.54,7.37
155.28,95.96,10.82,-7.7,6.01
155.28,95.96,10.82,-7.7,6.01
155.28,95.96,10.75,-7.64,7.53
154.95,95.17,11.01,-7.88,6.35
154.95,95.17,10.96,-7.83,6.25
155.28,95.96,10.85,-7.73,6.06
155.28,95.96,10.64,-7.54,7.37
155.58,96.7,10.61,-7.51,8.89
155.28,95.96,10.75,-7.64,7.53
155.58,96.7,10.61,-7.51,8.89
155.28,95.96,10.64,-7.54,7.37
155.58,96.7,10.61,-7.51,8.89
155.98,97.67,10.06,-7.01,9.08
155.98,97.67,10.06,-7.01,9.08
155.58,96.7,10.45,-7.36,8.71
155.98,97.67,10.19,-7.13,9.22
154.95,95.17,10.9,-7.78,6.16
136.33,132.6,3.42,0.42,2.87
145.84,77.27,14.17,-10.94,14.12
142.46,72.52,14.45,-11.22,14.38
144.65,75.53,14.21,-10.98,14.16
136.33,64.27,3.62,-0.47,3.42
151.87,86.86,13.09,-9.89,11.98
147.19,79.46,13.97,-10.75,13.92
151.87,89.56,12.7,-9.51,10.43
151.87,86.86,12.97,-9.78,11.85
152.85,90.29,12.44,-9.26,10.11
152.85,89.56,12.59,-9.4,10.29
151.87,89.56,12.7,-9.51,10.43
150.72,86.86,13.21,-10.01,12.11
151.87,86.86,13.09,-9.89,11.98
152.85,90.29,12.44,-9.26,10.11
152.85,89.56,12.55,-9.37,10.25
153.17,91.08,12.33,-9.15,9.97
153.6,91.69,11.99,-8.82,9.55
153.17,91.69,12.1,-8.93,9.69
153.17,91.08,12.22,-9.04,9.83
154.44,93.05,11.46,-8.3,7.0
154.6,94.35,11.15,-8.01,3.04
154.44,93.69,11.34,-8.19,6.81
154.17,93.05,11.57,-8.42,7.19
154.17,92.39,11.69,-8.53,7.38
154.44,93.05,11.49,-8.33,7.04
153.88,92.39,11.81,-8.65,7.56
154.6,94.35,11.07,-7.94,6.45
154.6,94.35,11.13,-7.99,6.55
154.95,95.17,10.88,-7.75,6.11
154.95,95.17,10.99,-7.86,6.3
154.6,94.35,11.13,-7.99,6.55
154.6,94.35,11.15,-8.01,3.04
154.6,94.35,11.13,-7.99,6.55
152.85,90.29,12.44,-9.26,10.11
153.6,91.69,11.99,-8.82,9.55
153.17,91.08,12.22,-9.04,9.83
153.17,91.08,12.25,-9.07,9.88
153.17,91.08,12.33,-9.15,9.97
154.44,93.05,11.46,-8.3,7.0
154.17,92.39,11.63,-8.47,7.28
154.6,94.35,11.15,-8.01,3.04
154.44,93.69,11.37,-8.22,6.85
154.6,94.35,11.15,-8.01,3.04
154.44,93.05,11.46,-8.3,7.0
153.17,91.69,12.1,-8.93,9.69
154.17,92.39,11.69,-8.53,7.38
154.17,93.05,11.6,-8.44,7.23
153.17,91.69,12.03,-8.85,9.6
107.91,41.25,6.61,-3.89,6.6
129.89,59.36,7.06,-4.3,6.91
151.25,86.97,7.23,-4.45,7.09
161.01,109.92,7.57,-4.75,7.44
160.28,108.3,7.8,-4.95,7.67
161.01,109.92,7.52,-4.7,7.38
155.98,97.67,10.06,-7.01,9.08
155.58,96.7,10.41,-7.33,10.06
155.98,97.67,10.02,-6.97,9.89
155.98,97.67,10.06,-7.01,9.08
156.74,99.56,9.58,-6.57,9.47
156.36,98.63,9.78,-6.75,9.65
157.46,101.36,9.05,-6.08,8.93
157.1,100.47,9.32,-6.32,9.2
157.1,100.47,9.37,-6.37,9.25
158.24,103.29,8.67,-5.74,8.67
157.46,101.36,8.78,-5.84,8.65
160.28,108.3,7.97,-5.1,7.84
158.92,104.98,8.4,-5.5,8.4
158.92,104.98,8.4,-5.5,8.4
158.24,103.29,8.67,-5.74,8.67
158.92,104.98,8.51,-5.59,8.51
157.46,101.36,8.83,-5.89,8.71
158.24,103.29,8.72,-5.79,8.6
151.25,86.97,7.35,-4.55,7.2
161.01,109.92,7.63,-4.8,7.49
129.89,59.36,6.89,-4.14,6.74
129.89,59.36,7.06,-4.3,6.91
129.89,59.36,6.89,-4.14,6.74
129.89,59.36,7.12,-4.35,6.97
129.89,59.36,7.12,-4.35,6.97
105.88,39.88,6.44,-3.74,6.43
107.91,41.25,6.66,-3.94,6.66
101.57,37.09,5.76,-3.13,5.75
104.85,39.2,6.1,-3.44,6.09
101.57,37.09,5.87,-3.24,5.86
105.88,39.88,6.33,-3.64,6.32
105.88,39.88,6.21,-3.54,6.21
105.88,39.88,6.27,-3.59,6.26
105.88,39.88,6.5,-3.79,6.49
105.88,39.88,6.44,-3.74,6.43
129.89,59.36,6.83,-4.09,6.83
129.89,59.36,6.83,-4.09,6.83
129.89,59.36,6.83,-4.09,6.83
107.91,41.25,6.66,-3.94,6.66
129.89,59.36,6.83,-4.09,6.83
93.17,31.73,5.1,-2.56,5.06
97.04,34.19,5.29,-2.73,5.05
88.7,28.98,4.53,-2.09,4.38
88.7,28.98,4.63,-2.17,4.25
88.7,28.98,4.68,-2.21,4.3
72.52,21.77,3.18,-1.13,2.4
80.38,24.0,3.74,-1.47,3.51
72.52,16.77,3.09,-1.11,2.29
80.38,24.0,3.74,-1.47,3.51
80.38,24.0,3.74,-1.47,3.51
72.52,16.77,3.06,-1.1,2.25
80.38,24.0,3.74,-1.47,3.51
80.38,24.0,3.74,-1.47,3.51
86.43,27.61,4.28,-1.88,4.04
86.43,27.61,4.22,-1.84,4.05
83.63,25.94,4.02,-1.68,3.83
86.43,27.61,4.17,-1.8,4.0
83.63,25.94,3.92,-1.61,3.73
86.43,27.61,4.22,-1.84,4.05
97.04,34.19,5.29,-2.73,5.05
88.7,28.98,4.63,-2.17,4.25
97.04,34.19,5.2,-2.65,5.17
97.04,34.19,5.59,-2.98,5.58
97.04,34.19,5.59,-2.98,5.58
86.43,27.61,4.28,-1.88,4.04
88.7,28.98,4.58,-2.13,4.42
101.57,37.09,5.76,-3.13,5.75
88.7,28.98,4.63,-2.17,4.25
88.7,28.98,4.63,-2.17,4.25
97.04,34.19,5.2,-2.65,5.17
87.72,7.02,8.29,-6.36,1.0
72.76,5.36,1.54,1.41,0.92
72.52,16.77,3.03,-1.1,2.64
68.36,16.77,2.59,-0.98,2.3
68.36,16.77,2.59,-0.98,2.3
53.72,7.76,1.67,1.27,1.12
68.36,16.77,2.59,-0.98,2.3
68.36,16.77,2.59,-0.98,2.3
68.36,16.77,2.94,-1.06,2.7
68.36,16.77,2.78,-1.02,2.6
72.52,16.77,3.03,-1.1,2.64
72.52,16.77,3.03,-1.1,2.64
72.52,16.77,3.03,-1.1,2.64
68.36,16.77,2.63,-0.99,2.35
68.36,16.77,2.72,-1.0,2.54
68.36,16.77,2.94,-1.06,2.7
161.01,109.92,7.69,-4.85,7.55
151.25,86.97,7.23,-4.45,7.09
151.25,86.97,7.46,-4.65,7.32
160.28,108.3,7.8,-4.95,7.67
159.8,107.14,7.87,-5.02,7.74
174.36,131.9,3.28,0.53,2.73
151.94,88.37,12.8,-9.61,10.55
155.55,96.63,10.03,-6.98,9.91
154.15,93.29,11.15,-8.01,6.58
176.83,134.55,3.13,0.62,3.13
174.68,132.26,3.25,0.55,2.26
146.08,77.64,14.19,-10.97,14.14
157.03,100.28,8.96,-6.0,8.84
155.16,95.66,10.47,-7.38,8.73
154.84,94.67,10.81,-7.69,7.61
155.16,94.67,10.59,-7.49,8.88
152.63,89.84,12.39,-9.21,10.05
153.66,91.22,11.74,-8.58,7.46
154.15,93.29,11.17,-8.03,3.07
106.05,62.86,6.85,-4.1,6.84
101.72,38.44,6.11,-3.45,6.1
106.05,62.86,6.9,-4.16,6.76
70.34,17.99,3.12,-1.1,2.17
84.83,27.64,4.54,-2.09,4.39
176.83,134.55,3.13,0.62,3.13
170.56,123.98,3.14,0.61,2.16
174.68,132.26,3.25,0.55,2.26
170.56,123.98,3.14,0.61,2.16
170.56,123.98,3.14,0.61,2.16
174.36,131.9,3.39,0.47,2.79
174.68,132.26,3.25,0.55,2.26
170.56,123.98,3.14,0.61,2.16
176.83,134.55,3.1,0.62,3.1
174.36,131.9,3.3,0.52,2.22
174.68,132.26,3.25,0.55,2.26
136.73,65.4,3.66,-0.52,3.44
140.62,73.2,3.6,-0.49,3.44
150.12,84.7,13.35,-10.15,12.27
151.11,86.65,13.23,-10.03,12.14
146.08,77.64,14.15,-10.93,14.1
153.85,92.58,11.27,-8.13,6.69
158.45,103.11,8.42,-5.51,8.42
157.49,103.11,8.58,-5.66,8.58
157.49,101.41,8.9,-5.95,8.78
156.31,98.5,9.49,-6.49,9.38
155.94,97.57,9.89,-6.86,9.76
156.67,99.4,9.44,-6.44,9.33
155.55,96.63,10.08,-7.03,9.1
155.16,95.66,10.47,-7.38,8.73
155.55,96.63,10.17,-7.1,9.2
155.16,94.67,10.62,-7.53,8.92
154.5,93.87,10.92,-7.8,6.19
154.84,93.87,10.84,-7.72,6.04
154.84,94.67,10.7,-7.59,7.46
155.16,95.66,10.29,-7.22,9.95
143.31,73.59,14.23,-11.01,14.18
151.94,88.37,12.58,-9.39,10.28
151.11,86.65,13.11,-9.92,12.02
152.94,90.51,12.12,-8.95,9.72
152.63,89.84,12.31,-9.14,9.96
153.85,92.58,11.42,-8.27,6.93
153.66,91.91,11.65,-8.5,7.31
154.5,93.87,11.06,-7.93,6.43
154.15,93.29,11.15,-8.01,6.58
152.94,90.51,12.16,-8.99,9.77
153.85,91.91,11.54,-8.38,7.12
153.66,91.91,11.65,-8.5,7.31
101.72,38.44,6.28,-3.6,6.27
152.62,90.15,7.3,-4.51,7.16
157.03,100.28,9.12,-6.15,9.0
156.31,98.5,9.65,-6.63,9.54
159.12,103.11,8.26,-5.37,8.26
157.49,101.41,8.69,-5.75,8.69
106.05,62.86,6.9,-4.16,6.76
152.62,90.15,7.36,-4.56,7.22
99.78,35.93,5.77,-3.15,5.76
106.05,38.44,6.51,-3.8,6.5
106.05,62.86,6.73,-4.0,6.73
84.83,27.64,4.49,-2.05,4.36
90.13,29.89,5.21,-2.66,5.18
70.34,17.99,3.07,-1.08,2.28
81.5,24.65,3.97,-1.64,3.79
81.5,24.65,3.97,-1.64,3.79
90.13,29.89,5.21,-2.66,5.18
84.83,27.91,4.59,-2.13,4.44
90.13,29.89,5.26,-2.7,5.02
52.07,6.7,1.66,1.24,1.13
66.34,15.56,2.89,-1.02,2.66
62.58,13.21,2.59,-0.95,2.32
66.34,15.56,2.94,-1.04,2.72
160.51,108.78,7.53,-4.71,7.4
176.83,134.55,3.13,0.62,3.13
176.83,134.55,3.13,0.62,3.13
176.83,134.55,3.13,0.62,3.13
170.56,123.98,3.14,0.61,2.16
170.56,123.98,3.14,0.61,2.16
170.56,123.98,3.14,0.61,2.16
174.68,132.26,3.25,0.55,2.26
174.68,132.26,3.25,0.55,2.26
174.68,132.26,3.25,0.55,2.26
174.68,132.26,3.25,0.55,2.26
170.56,123.98,3.14,0.61,2.16
174.68,132.26,3.25,0.55,2.26
170.56,123.98,3.14,0.61,2.16
170.56,123.98,3.14,0.61,2.16
170.56,123.98,3.14,0.61,2.16
170.56,123.98,3.14,0.61,2.9
174.36,131.9,3.3,0.52,2.22
174.68,132.26,3.25,0.55,2.26
174.36,131.9,3.28,0.53,2.73
170.56,123.98,3.14,0.61,2.16
174.68,132.26,3.25,0.55,2.26
170.56,123.98,3.14,0.61,2.9
170.56,123.98,3.14,0.61,2.16
176.83,134.55,3.1,0.62,3.1
176.83,134.55,3.13,0.62,3.13
206.35,154.5,2.6,0.95,1.96
176.83,134.55,3.13,0.62,3.13
174.68,132.26,3.25,0.55,2.26
174.68,132.26,3.25,0.55,2.26
174.36,131.9,3.28,0.53,2.73
174.36,131.9,3.28,0.53,2.73
174.36,131.9,3.39,0.47,2.79
174.36,131.9,3.28,0.53,2.73
174.36,133.53,3.46,0.46,3.03
174.36,131.9,3.39,0.47,2.79
140.62,73.2,3.55,-0.47,3.29
140.62,70.0,14.44,-11.21,14.37
140.62,70.0,14.44,-11.21,14.37
140.62,73.2,3.6,-0.49,3.44
147.51,79.9,13.91,-10.7,13.85
147.51,79.9,13.95,-10.74,13.9
146.08,77.64,14.11,-10.89,14.06
151.11,86.65,13.11,-9.92,12.02
151.11,86.65,13.11,-9.92,12.02
151.11,86.65,13.31,-10.11,12.23
147.51,79.9,13.99,-10.77,13.94
146.08,77.64,14.15,-10.93,14.1
147.51,79.9,13.99,-10.77,13.94
143.31,73.59,14.3,-11.07,14.26
143.31,73.59,14.32,-11.1,14.31
151.94,88.37,12.69,-9.5,10.42
151.11,86.65,12.99,-9.8,11.88
151.11,86.65,13.23,-10.03,12.14
149.5,83.56,13.47,-10.26,12.4
154.5,94.11,11.09,-7.96,6.48
154.15,93.29,11.17,-8.03,3.07
157.49,101.41,8.69,-5.75,8.69
159.12,105.49,8.21,-5.32,8.2
159.12,103.11,8.26,-5.37,8.26
157.49,103.11,8.47,-5.56,8.47
157.49,101.41,8.74,-5.8,8.62
157.49,101.41,8.9,-5.95,8.78
157.49,101.41,8.69,-5.75,8.69
156.67,99.4,9.22,-6.24,9.11
156.67,99.4,9.44,-6.44,9.33
157.03,100.28,9.17,-6.19,9.06
156.31,98.5,9.7,-6.68,9.59
155.94,97.57,9.94,-6.9,9.81
156.31,98.5,9.7,-6.68,9.59
155.94,97.57,9.89,-6.86,9.76
156.31,98.5,9.65,-6.63,9.54
156.31,98.5,9.7,-6.68,9.59
157.03,100.28,9.17,-6.19,9.06
156.67,99.4,9.38,-6.39,9.27
155.55,96.63,10.03,-6.98,9.91
155.55,96.63,10.12,-7.06,9.15
155.55,96.63,10.03,-6.98,9.91
155.16,95.66,10.43,-7.34,10.08
155.16,95.66,10.47,-7.38,8.73
155.16,95.66,10.43,-7.34,10.08
155.16,95.66,10.51,-7.42,8.78
155.16,95.66,10.43,-7.34,10.08
155.16,95.66,10.43,-7.34,10.08
155.16,95.66,10.51,-7.42,8.78
154.84,94.67,10.7,-7.59,7.46
154.84,93.87,10.84,-7.72,6.04
154.84,93.87,10.84,-7.72,6.04
154.84,94.67,10.77,-7.66,7.56
154.5,93.87,11.03,-7.9,6.39
154.5,93.87,10.98,-7.85,6.29
154.84,93.87,10.89,-7.77,6.14
154.84,94.67,10.7,-7.59,7.46
155.16,94.67,10.62,-7.53,8.92
154.84,94.67,10.77,-7.66,7.56
155.16,94.67,10.59,-7.49,8.88
155.16,94.67,10.66,-7.56,7.41
155.16,94.67,10.62,-7.53,8.92
155.55,96.63,10.08,-7.03,9.1
155.55,96.63,10.03,-6.98,9.91
155.16,95.66,10.47,-7.38,8.73
155.55,96.63,10.21,-7.14,9.24
154.5,93.87,10.92,-7.8,6.19
174.36,131.9,3.4,0.47,2.81
146.08,77.64,14.19,-10.97,14.14
140.62,70.0,14.44,-11.21,14.37
143.31,73.59,14.23,-11.01,14.18
140.62,73.2,3.6,-0.49,3.44
151.11,86.65,13.11,-9.92,12.02
147.51,79.9,13.99,-10.77,13.94
151.94,88.37,12.69,-9.5,10.42
151.11,86.65,12.99,-9.8,11.88
152.31,89.12,12.46,-9.28,10.14
151.94,88.37,12.61,-9.43,10.33
151.94,88.37,12.72,-9.54,10.46
151.11,86.65,13.23,-10.03,12.14
151.11,86.65,13.11,-9.92,12.02
152.31,89.12,12.46,-9.28,10.14
151.94,88.37,12.58,-9.39,10.28
152.63,89.84,12.31,-9.14,9.96
152.94,90.51,12.01,-8.84,9.58
152.94,90.51,12.12,-8.95,9.72
152.63,89.84,12.24,-9.06,9.87
153.85,92.58,11.45,-8.3,6.98
154.15,93.29,11.17,-8.03,3.07
153.85,92.58,11.36,-8.21,6.84
153.66,91.91,11.59,-8.44,7.22
153.66,91.22,11.68,-8.53,7.36
153.85,91.91,11.51,-8.35,7.08
153.37,91.22,11.8,-8.64,7.55
154.5,94.11,11.09,-7.96,6.48
154.15,93.29,11.15,-8.01,6.58
154.84,93.87,10.89,-7.77,6.14
154.5,93.87,10.98,-7.85,6.29
154.15,93.29,11.15,-8.01,6.58
154.15,93.29,11.17,-8.03,3.07
154.15,93.29,11.15,-8.01,6.58
152.31,89.12,12.46,-9.28,10.14
152.94,90.51,12.01,-8.84,9.58
152.63,89.84,12.28,-9.1,9.91
152.63,89.84,12.28,-9.1,9.91
152.63,89.84,12.35,-9.17,10.01
153.85,91.91,11.51,-8.35,7.08
153.66,91.91,11.65,-8.5,7.31
154.15,93.29,11.17,-8.03,3.07
153.85,92.58,11.42,-8.27,6.93
153.85,92.58,11.36,-8.21,6.84
153.85,91.91,11.51,-8.35,7.08
152.94,90.51,12.16,-8.99,9.77
153.66,91.22,11.74,-8.58,7.46
153.66,91.91,11.59,-8.44,7.22
152.94,90.51,12.01,-8.84,9.58
106.05,39.8,6.62,-3.9,6.61
133.21,62.86,7.07,-4.31,6.93
152.62,90.15,7.25,-4.46,7.11
160.51,108.78,7.59,-4.76,7.45
160.51,108.78,7.76,-4.92,7.63
160.51,108.78,7.53,-4.71,7.4
155.55,96.63,10.08,-7.03,9.1
155.16,95.66,10.43,-7.34,10.08
155.55,96.63,10.03,-6.98,9.91
155.55,96.63,10.03,-6.98,9.91
156.31,98.5,9.6,-6.58,9.49
155.94,97.57,9.85,-6.81,9.72
157.03,100.28,9.06,-6.1,8.95
156.67,99.4,9.33,-6.34,9.22
156.67,99.4,9.38,-6.39,9.27
157.49,101.41,8.69,-5.75,8.69
157.49,101.41,8.79,-5.85,8.67
159.8,107.14,7.98,-5.12,7.86
158.45,103.11,8.42,-5.51,8.42
158.45,103.11,8.37,-5.46,8.37
157.49,101.41,8.69,-5.75,8.69
157.49,103.11,8.53,-5.61,8.53
157.49,101.41,8.9,-5.95,8.78
157.49,101.41,8.74,-5.8,8.62
152.62,90.15,7.36,-4.56,7.22
160.51,108.78,7.59,-4.76,7.45
106.05,62.86,6.9,-4.16,6.76
133.21,62.86,7.07,-4.31,6.93
106.05,62.86,6.9,-4.16,6.76
133.21,62.86,7.13,-4.36,6.99
133.21,62.86,7.13,-4.36,6.99
103.72,38.44,6.4,-3.7,6.39
106.05,62.86,6.73,-4.0,6.73
99.78,35.93,5.71,-3.09,5.71
101.72,38.44,6.11,-3.45,6.1
101.72,35.93,5.89,-3.25,5.88
103.72,38.44,6.34,-3.65,6.33
101.72,38.44,6.23,-3.55,6.22
101.72,38.44,6.23,-3.55,6.22
106.05,38.44,6.57,-3.85,6.56
103.72,38.44,6.45,-3.75,6.44
106.05,62.86,6.85,-4.1,6.84
106.05,62.86,6.85,-4.1,6.84
106.05,62.86,6.85,-4.1,6.84
106.05,39.8,6.62,-3.9,6.61
106.05,62.86,6.85,-4.1,6.84
90.13,29.89,5.11,-2.57,5.08
90.13,29.89,5.26,-2.7,5.02
84.83,27.64,4.49,-2.05,4.36
84.83,27.91,4.64,-2.17,4.27
84.83,27.91,4.64,-2.17,4.27
70.34,17.99,3.15,-1.1,2.22
78.25,22.71,3.7,-1.43,3.61
70.34,17.99,3.07,-1.08,2.28
78.25,22.71,3.74,-1.47,3.53
78.25,22.71,3.74,-1.47,3.53
70.34,17.99,3.07,-1.08,2.28
78.25,22.71,3.78,-1.49,3.56
78.25,22.71,3.78,-1.49,3.56
84.29,26.31,4.29,-1.89,4.06
84.29,26.31,4.23,-1.84,4.07
81.5,24.65,3.97,-1.64,3.79
84.29,26.31,4.18,-1.8,4.01
81.5,24.65,3.93,-1.61,3.74
84.29,26.31,4.23,-1.84,4.07
90.13,29.89,5.26,-2.7,5.02
84.83,27.91,4.64,-2.17,4.27
90.13,29.89,5.21,-2.66,5.18
99.78,35.93,5.66,-3.04,5.65
95.26,33.06,5.6,-2.99,5.59
84.29,26.31,4.29,-1.89,4.06
84.83,27.91,4.59,-2.13,4.44
99.78,35.93,5.77,-3.15,5.76
84.83,27.91,4.64,-2.17,4.27
84.83,27.91,4.64,-2.17,4.27
90.13,29.89,5.26,-2.7,5.02
119.57,6.69,7.97,-6.04,1.25
70.36,4.35,1.53,1.37,0.94
70.34,17.99,3.03,-1.07,2.66
62.58,13.21,2.59,-0.95,2.32
62.58,13.21,2.59,-0.95,2.32
52.07,6.7,1.66,1.24,1.13
62.58,13.21,2.59,-0.95,2.32
62.58,13.21,2.59,-0.95,2.32
66.34,15.56,2.94,-1.04,2.72
66.34,15.56,2.78,-0.99,2.62
70.34,17.99,3.03,-1.07,2.66
70.34,17.99,3.03,-1.07,2.66
70.34,17.99,3.03,-1.07,2.66
62.58,13.21,2.63,-0.95,2.37
62.58,13.21,2.63,-0.95,2.37
66.34,15.56,2.94,-1.04,2.72
160.51,108.78,7.7,-4.87,7.57
152.62,90.15,7.25,-4.46,7.11
152.62,90.15,7.47,-4.66,7.34
159.8,107.14,7.82,-4.97,7.69
159.33,106.0,7.83,-4.98,7.7
174.08,131.58,3.28,0.58,2.71
151.36,86.19,12.94,-9.75,11.83
155.51,96.53,9.96,-6.91,9.83
154.06,92.06,11.14,-8.0,6.56
174.47,132.04,3.14,0.66,2.89
174.08,131.58,3.25,0.6,2.24
140.45,69.82,14.22,-11.0,14.16
156.59,99.19,8.97,-6.01,8.86
154.73,94.64,10.48,-7.4,8.76
154.41,93.66,10.82,-7.71,7.64
154.73,93.66,10.6,-7.51,8.9
151.7,87.87,12.37,-9.2,10.04
152.74,90.07,11.79,-8.64,7.54
153.7,92.06,11.19,-8.05,3.1
111.02,44.81,6.86,-4.12,6.85
99.49,35.69,6.18,-3.51,6.17
111.02,44.81,6.91,-4.17,6.77
68.28,16.74,3.1,-1.07,2.33
82.51,25.23,4.6,-2.14,4.46
174.47,132.04,3.14,0.66,2.89
174.08,131.58,3.24,0.6,3.2
174.08,131.58,3.25,0.6,2.24
174.47,132.04,3.14,0.66,2.89
174.47,132.04,3.14,0.66,2.89
173.75,131.2,3.4,0.51,2.79
174.08,131.58,3.25,0.6,2.24
174.47,132.04,3.14,0.66,2.89
174.47,132.04,3.1,0.67,3.1
173.75,131.2,3.3,0.57,2.2
174.08,131.58,3.25,0.6,2.24
134.85,63.35,3.66,-0.55,3.43
143.75,79.64,3.6,-0.52,3.43
149.99,84.45,13.41,-10.21,12.34
149.99,84.45,13.26,-10.06,12.17
140.45,69.82,14.18,-10.96,14.12
153.7,92.24,11.29,-8.15,6.73
157.72,101.98,8.43,-5.53,8.43
157.72,101.98,8.59,-5.67,8.59
157.04,100.28,8.92,-5.96,8.8
156.23,98.3,9.51,-6.5,9.4
155.51,96.53,9.96,-6.91,9.83
156.23,98.3,9.45,-6.45,9.35
155.13,95.59,10.1,-7.04,9.13
154.73,94.64,10.48,-7.4,8.76
155.13,95.59,10.18,-7.12,9.22
154.73,93.66,10.64,-7.54,8.95
154.41,92.85,10.94,-7.82,6.22
154.41,93.66,10.86,-7.74,6.07
154.73,93.66,10.72,-7.61,7.49
154.73,94.64,10.35,-7.28,10.01
140.45,69.82,14.29,-11.07,14.25
151.7,87.87,12.6,-9.42,10.31
150.5,85.42,13.14,-9.94,12.05
152.41,89.31,12.15,-8.98,9.76
151.7,87.87,12.37,-9.2,10.04
153.37,91.49,11.44,-8.29,6.97
153.05,90.78,11.64,-8.49,7.3
154.06,92.06,11.08,-7.95,6.47
153.7,92.06,11.17,-8.03,6.61
152.41,89.31,12.15,-8.98,9.76
153.05,90.78,11.56,-8.4,7.16
153.05,90.78,11.7,-8.55,7.39
101.54,37.01,6.35,-3.66,6.34
153.71,92.67,7.32,-4.52,7.18
156.59,99.19,9.13,-6.16,9.02
155.88,97.43,9.66,-6.65,9.56
157.72,101.98,8.27,-5.38,8.27
157.04,100.28,8.75,-5.82,8.64
111.02,44.81,6.91,-4.17,6.77
153.71,92.67,7.37,-4.57,7.24
97.48,35.69,5.84,-3.21,5.83
111.02,44.81,6.52,-3.81,6.51
111.02,44.81,6.75,-4.02,6.74
82.51,25.23,4.5,-2.06,4.38
88.36,28.83,5.17,-2.62,5.14
68.28,16.74,3.07,-1.06,2.3
77.92,23.94,4.09,-1.72,3.92
77.92,23.36,3.98,-1.64,3.81
88.36,28.83,5.22,-2.67,5.2
82.51,25.23,4.6,-2.14,4.46
88.36,28.83,5.27,-2.71,5.04
62.7,5.67,1.65,1.2,1.15
64.39,14.34,2.89,-1.0,2.68
60.58,12.03,2.59,-0.92,2.33
64.39,14.34,2.95,-1.02,2.73
160.02,107.64,7.6,-4.78,7.47
174.47,132.04,3.13,0.66,3.13
174.47,132.04,3.14,0.66,2.89
174.47,132.04,3.13,0.66,3.13
174.47,132.04,3.14,0.66,2.89
