total_sediment_thick,seafloor_age,conv_rate,dist_nearest_edge,subducting_abs_rate
135.95,64.59,11.89,22.4,-9.37
134.25,62.79,11.87,21.41,-9.37
150.26,84.9,11.92,30.79,-9.31
149.21,82.92,11.91,31.98,-9.28
150.26,84.9,11.92,30.61,-9.31
150.26,84.9,11.92,30.79,-9.31
151.95,88.65,11.94,28.78,-9.34
151.26,86.88,11.93,29.73,-9.33
144.57,76.32,11.94,27.02,-9.36
148.31,82.53,11.94,27.8,-9.35
148.31,82.53,11.94,28.19,-9.35
141.78,71.5,11.93,25.66,-9.37
141.78,71.5,11.93,25.85,-9.37
137.55,66.36,11.9,22.99,-9.37
140.48,69.85,11.92,24.53,-9.37
140.48,69.85,11.92,24.53,-9.37
141.78,71.5,11.93,25.47,-9.37
141.78,71.5,11.93,25.28,-9.37
141.78,71.5,11.93,26.24,-9.37
141.78,71.5,11.93,25.85,-9.37
134.25,62.79,11.86,21.01,-9.37
135.95,64.59,11.87,21.8,-9.37
132.49,60.98,11.82,19.42,-9.35
132.49,60.98,11.83,20.02,-9.36
132.49,60.98,11.82,19.42,-9.35
132.49,60.98,11.84,20.42,-9.36
132.49,60.98,11.83,20.02,-9.36
125.79,54.82,11.77,17.91,-9.33
128.52,57.22,11.79,18.67,-9.34
110.79,43.16,11.69,15.47,-9.29
112.61,44.46,11.74,16.78,-9.32
110.79,43.16,11.71,16.03,-9.3
125.79,54.82,11.76,17.54,-9.33
125.79,54.82,11.75,17.16,-9.32
125.79,54.82,11.75,17.16,-9.32
125.79,54.82,11.78,18.29,-9.34
125.79,54.82,11.77,17.91,-9.33
132.49,60.98,11.81,19.23,-9.35
132.49,60.98,11.81,19.23,-9.35
132.49,60.98,11.81,19.23,-9.35
128.52,57.22,11.79,18.48,-9.34
132.49,60.98,11.81,19.23,-9.35
102.97,37.86,11.6,13.46,-9.25
109.05,41.94,11.62,13.96,-9.26
89.61,29.64,11.5,11.55,-9.19
89.61,29.64,11.52,11.87,-9.2
89.61,29.64,11.52,11.87,-9.2
59.72,11.29,11.21,6.8,-9.02
67.28,19.31,11.34,8.73,-9.1
59.72,11.29,11.18,6.43,-9.0
67.28,19.31,11.34,8.88,-9.1
67.28,19.31,11.34,8.88,-9.1
59.72,11.29,11.18,6.43,-9.0
67.28,19.31,11.34,8.88,-9.1
67.28,19.31,11.34,8.88,-9.1
79.39,23.55,11.45,10.7,-9.17
79.39,23.55,11.45,10.7,-9.17
72.33,19.31,11.4,9.83,-9.14
79.39,23.55,11.43,10.35,-9.15
72.33,19.31,11.38,9.5,-9.12
79.39,23.55,11.43,10.35,-9.15
109.05,41.94,11.63,14.12,-9.26
89.61,29.64,11.52,11.87,-9.2
109.05,41.94,11.61,13.79,-9.26
110.79,43.16,11.68,15.28,-9.29
109.05,41.94,11.65,14.58,-9.27
79.39,23.55,11.45,10.7,-9.17
89.61,29.64,11.51,11.71,-9.2
110.79,43.16,11.69,15.47,-9.29
89.61,29.64,11.52,11.87,-9.2
89.61,29.64,11.52,11.87,-9.2
109.05,41.94,11.61,13.79,-9.26
65.98,4.94,2.87,0.07,-1.08
65.98,4.94,2.88,0.35,-1.08
59.72,11.29,11.17,6.3,-9.0
68.51,3.59,11.05,4.63,-8.92
68.51,3.59,11.06,4.77,-8.93
67.98,3.81,2.91,0.95,-1.09
68.51,3.59,11.06,4.77,-8.93
68.51,3.59,11.06,4.77,-8.93
76.46,6.32,11.15,5.97,-8.98
76.46,6.32,11.11,5.43,-8.96
59.72,11.29,11.17,6.3,-9.0
59.72,11.29,11.17,6.3,-9.0
59.72,11.29,11.17,6.3,-9.0
68.51,3.59,11.07,4.92,-8.93
68.51,3.59,11.08,5.07,-8.94
76.46,6.32,11.15,5.97,-8.98
135.95,64.59,11.89,22.4,-9.37
132.49,60.98,11.84,20.42,-9.36
134.25,62.79,11.87,21.41,-9.37
135.95,64.59,11.89,22.4,-9.37
136.7,65.41,11.89,22.98,-9.38
205.63,165.58,2.26,3.45,0.73
124.89,53.99,11.45,17.16,-8.77
150.77,85.9,11.93,30.62,-9.32
145.99,75.48,11.83,28.0,-9.18
242.56,167.83,2.25,1.71,0.73
205.63,165.58,2.26,2.99,-0.73
103.49,38.18,11.02,10.73,-8.36
144.2,75.3,11.93,26.81,-9.37
148.63,81.88,11.9,31.8,-9.28
147.32,79.85,11.87,30.1,-9.23
148.63,79.85,11.89,31.26,-9.26
127.3,56.0,11.58,19.9,-8.9
133.24,61.62,11.72,23.4,-9.05
144.92,75.48,11.82,27.62,-9.17
131.57,60.1,11.81,19.42,-9.35
127.8,56.61,11.74,16.97,-9.32
131.57,60.1,11.82,19.61,-9.35
59.13,9.56,11.19,6.73,-9.01
98.23,35.21,11.5,11.74,-9.2
242.56,167.83,2.25,1.71,0.73
242.56,167.83,2.25,1.76,-0.73
205.63,165.58,2.26,2.99,-0.73
242.56,167.83,2.25,1.71,0.73
242.56,167.83,2.25,1.71,0.73
205.63,165.58,2.28,4.81,0.73
205.63,165.58,2.26,2.99,-0.73
242.56,167.83,2.25,1.71,0.73
242.56,167.83,2.24,1.32,0.73
205.63,165.58,2.27,3.62,-0.73
205.63,165.58,2.26,2.99,-0.73
109.7,42.39,2.3,7.81,0.73
109.7,42.39,2.3,7.48,0.73
97.64,34.37,11.31,14.84,-8.63
120.31,50.05,11.36,15.61,-8.68
102.42,37.47,11.06,11.32,-8.4
142.81,72.81,11.8,26.26,-9.14
139.97,69.2,11.92,24.9,-9.38
139.97,69.2,11.93,25.47,-9.37
141.0,70.5,11.93,26.62,-9.37
148.18,81.43,11.94,28.77,-9.35
150.77,85.9,11.93,30.27,-9.32
148.18,81.43,11.94,28.57,-9.35
149.73,83.89,11.92,31.15,-9.31
148.63,81.88,11.9,31.8,-9.28
149.73,83.89,11.92,31.33,-9.3
148.63,79.85,11.89,31.08,-9.26
145.99,77.62,11.85,29.14,-9.21
147.32,79.85,11.87,29.9,-9.23
148.63,79.85,11.89,30.89,-9.25
148.63,81.88,11.91,32.03,-9.29
103.49,38.18,11.02,10.73,-8.36
127.3,56.0,11.54,18.92,-8.86
124.89,53.99,11.41,16.39,-8.72
129.63,58.94,11.64,21.27,-8.97
127.3,58.94,11.59,20.09,-8.91
142.81,72.81,11.78,25.5,-9.12
136.99,65.68,11.74,24.16,-9.07
145.99,77.62,11.84,28.57,-9.2
144.92,75.48,11.82,27.62,-9.17
129.63,58.94,11.63,21.07,-8.96
136.99,65.68,11.76,24.73,-9.09
136.99,65.68,11.74,23.97,-9.07
127.8,56.61,11.76,17.53,-9.33
133.37,61.88,11.85,21.0,-9.37
144.2,75.3,11.94,27.4,-9.36
151.47,87.5,11.93,29.35,-9.34
139.97,69.2,11.91,24.34,-9.38
141.0,70.5,11.93,26.03,-9.37
131.57,60.1,11.82,19.61,-9.35
133.37,61.88,11.86,21.39,-9.37
115.59,46.69,11.7,16.03,-9.3
127.8,56.61,11.78,18.29,-9.34
129.8,58.41,11.8,19.04,-9.35
98.23,35.21,11.49,11.57,-9.19
110.01,42.68,11.61,13.81,-9.26
59.13,9.56,11.18,6.62,-9.01
72.85,19.53,11.41,10.01,-9.14
72.85,19.53,11.39,9.69,-9.13
110.01,42.68,11.62,13.98,-9.26
98.23,35.21,11.5,11.74,-9.2
110.01,42.68,11.62,14.14,-9.26
60.67,2.72,2.91,1.14,-1.09
56.91,9.56,11.14,5.98,-8.98
56.91,9.56,11.06,4.96,-8.93
56.91,9.56,11.15,6.16,-8.99
135.08,63.65,11.87,21.79,-9.37
242.56,167.83,2.24,1.62,0.73
242.56,167.83,2.25,1.71,0.73
242.56,167.83,2.24,1.62,0.73
242.56,167.83,2.25,1.71,0.73
242.56,167.83,2.25,1.76,-0.73
242.56,167.83,2.25,1.71,0.73
205.63,165.58,2.26,2.99,-0.73
205.63,165.58,2.26,2.99,-0.73
205.63,165.58,2.26,2.99,-0.73
205.63,165.58,2.26,2.99,-0.73
242.56,167.83,2.25,1.76,-0.73
205.63,165.58,2.26,2.99,-0.73
242.56,167.83,2.25,1.71,0.73
242.56,167.83,2.25,1.71,0.73
242.56,167.83,2.25,1.71,0.73
242.56,167.83,2.25,1.71,0.73
205.63,165.58,2.27,3.62,-0.73
205.63,165.58,2.26,2.99,-0.73
205.63,165.58,2.26,3.45,0.73
242.56,167.83,2.25,1.76,-0.73
205.63,165.58,2.26,2.99,-0.73
242.56,167.83,2.25,1.71,0.73
242.56,167.83,2.25,1.71,0.73
242.56,167.83,2.24,1.32,0.73
242.56,167.83,2.24,1.62,0.73
278.92,175.75,2.17,2.66,0.73
242.56,167.83,2.24,1.62,0.73
205.63,165.58,2.26,2.99,-0.73
205.63,165.58,2.26,2.99,-0.73
205.63,165.58,2.27,3.62,-0.73
205.63,165.58,2.26,2.99,-0.73
205.63,165.58,2.28,4.66,0.73
205.63,165.58,2.26,3.45,0.73
109.7,42.39,2.29,5.72,0.73
205.63,165.58,2.28,4.66,0.73
109.7,42.39,2.29,6.76,0.73
104.5,38.85,10.95,9.87,-8.29
104.5,38.85,10.95,9.87,-8.29
109.7,42.39,2.3,7.48,0.73
101.22,36.74,11.14,12.31,-8.47
101.22,36.74,11.12,12.11,-8.45
102.42,37.47,11.06,11.32,-8.4
120.31,50.05,11.38,16.0,-8.7
124.89,53.99,11.41,16.39,-8.72
120.31,50.05,11.34,15.23,-8.66
101.22,36.74,11.12,12.11,-8.45
102.42,37.47,11.05,11.12,-8.38
101.22,36.74,11.12,12.11,-8.45
103.49,38.18,10.99,10.42,-8.33
103.49,38.18,10.97,10.15,-8.31
124.46,53.56,11.52,18.53,-8.84
124.89,53.99,11.43,16.77,-8.75
120.31,50.05,11.36,15.61,-8.68
97.64,34.37,11.29,14.46,-8.61
145.99,75.48,11.83,28.19,-9.19
144.92,75.48,11.82,27.62,-9.17
141.0,70.5,11.93,25.84,-9.37
138.48,67.44,11.91,24.15,-9.38
139.97,69.2,11.91,24.34,-9.38
139.97,69.2,11.92,25.09,-9.38
141.0,70.5,11.93,26.03,-9.37
141.0,70.5,11.93,26.62,-9.37
141.0,70.5,11.93,25.84,-9.37
148.18,81.43,11.94,27.99,-9.35
148.18,81.43,11.94,28.57,-9.35
144.2,75.3,11.94,27.6,-9.36
151.47,87.5,11.93,29.74,-9.33
150.77,85.9,11.93,30.62,-9.32
151.47,87.5,11.93,29.55,-9.33
150.77,85.9,11.93,30.27,-9.32
151.47,87.5,11.93,29.35,-9.34
151.47,87.5,11.93,29.35,-9.34
144.2,75.3,11.94,27.6,-9.36
148.18,81.43,11.94,28.38,-9.35
149.73,83.89,11.92,30.8,-9.31
149.73,83.89,11.92,31.15,-9.31
149.73,83.89,11.92,30.8,-9.31
148.63,81.88,11.9,31.98,-9.28
148.63,81.88,11.9,31.8,-9.28
148.63,81.88,11.9,31.98,-9.28
148.63,81.88,11.9,31.62,-9.27
148.63,81.88,11.9,31.98,-9.28
148.63,81.88,11.9,31.98,-9.28
148.63,81.88,11.9,31.62,-9.27
148.63,79.85,11.89,30.89,-9.25
147.32,79.85,11.87,29.9,-9.23
147.32,79.85,11.87,30.1,-9.23
147.32,79.85,11.87,30.1,-9.23
145.99,77.62,11.84,28.57,-9.2
145.99,77.62,11.85,28.95,-9.21
147.32,77.62,11.86,29.71,-9.22
148.63,79.85,11.89,30.89,-9.25
148.63,79.85,11.89,30.89,-9.25
147.32,79.85,11.87,30.1,-9.23
148.63,79.85,11.89,31.26,-9.26
148.63,79.85,11.89,30.89,-9.25
148.63,79.85,11.89,31.08,-9.26
149.73,83.89,11.92,30.98,-9.31
149.73,83.89,11.92,30.98,-9.31
148.63,81.88,11.9,31.8,-9.28
149.73,83.89,11.92,31.51,-9.3
147.32,77.62,11.86,29.33,-9.22
205.63,165.58,2.28,4.96,0.73
103.49,38.18,11.02,10.73,-8.36
104.5,38.85,10.92,9.52,-8.27
103.49,38.18,11.0,10.56,-8.34
109.7,42.39,2.3,7.48,0.73
120.31,50.05,11.38,16.0,-8.7
101.22,36.74,11.11,11.91,-8.44
124.89,53.99,11.5,18.13,-8.82
124.89,53.99,11.43,16.77,-8.75
127.3,56.0,11.57,19.5,-8.89
127.3,56.0,11.54,18.92,-8.86
124.89,53.99,11.5,18.13,-8.82
120.31,50.05,11.36,15.61,-8.68
120.31,50.05,11.38,16.0,-8.7
127.3,56.0,11.57,19.5,-8.89
127.3,56.0,11.54,18.92,-8.86
127.3,58.94,11.59,20.09,-8.91
129.63,58.12,11.67,22.05,-9.0
129.63,58.94,11.63,21.07,-8.96
126.33,58.94,11.62,20.68,-8.94
142.81,72.81,11.77,25.31,-9.11
144.92,75.48,11.82,27.62,-9.17
142.81,72.81,11.79,25.88,-9.13
136.99,65.68,11.75,24.54,-9.09
136.99,65.68,11.72,23.59,-9.06
136.99,65.68,11.76,24.73,-9.09
133.24,61.62,11.7,22.82,-9.03
145.99,75.48,11.83,28.19,-9.19
144.92,75.48,11.83,27.81,-9.18
147.32,77.62,11.86,29.71,-9.22
145.99,77.62,11.84,28.57,-9.2
144.92,75.48,11.83,27.81,-9.18
144.92,75.48,11.82,27.62,-9.17
144.92,75.48,11.83,27.81,-9.18
127.3,56.0,11.57,19.5,-8.89
129.63,58.12,11.67,22.05,-9.0
126.33,58.94,11.62,20.68,-8.94
126.33,58.94,11.62,20.68,-8.94
127.3,56.0,11.58,19.9,-8.9
142.81,72.81,11.77,25.12,-9.11
136.99,65.68,11.74,23.97,-9.07
144.92,75.48,11.82,27.62,-9.17
142.81,72.81,11.78,25.5,-9.12
144.92,75.48,11.82,27.62,-9.17
142.81,72.81,11.77,25.12,-9.11
129.63,58.94,11.63,21.07,-8.96
136.99,65.68,11.72,23.59,-9.06
136.99,65.68,11.75,24.54,-9.09
129.63,58.12,11.67,22.05,-9.0
129.8,58.41,11.79,18.66,-9.34
131.57,60.1,11.83,20.01,-9.36
133.37,61.88,11.85,20.8,-9.37
135.08,63.65,11.88,21.99,-9.37
135.08,63.65,11.89,22.58,-9.38
135.08,63.65,11.87,21.79,-9.37
149.73,83.89,11.92,31.15,-9.31
148.63,81.88,11.9,31.98,-9.28
150.77,85.9,11.93,30.62,-9.32
149.73,83.89,11.92,30.98,-9.31
151.47,87.5,11.93,29.16,-9.34
151.47,87.5,11.93,29.74,-9.33
144.2,75.3,11.94,27.21,-9.36
148.18,81.43,11.94,27.99,-9.35
148.18,81.43,11.94,28.38,-9.35
141.0,70.5,11.93,25.84,-9.37
141.0,70.5,11.93,26.23,-9.37
136.7,65.41,11.9,23.18,-9.38
139.97,69.2,11.92,24.71,-9.38
139.97,69.2,11.92,24.71,-9.38
139.97,69.2,11.93,25.65,-9.37
139.97,69.2,11.93,25.47,-9.37
141.0,70.5,11.93,26.42,-9.37
141.0,70.5,11.93,26.03,-9.37
133.37,61.88,11.86,21.19,-9.37
135.08,63.65,11.88,21.99,-9.37
131.57,60.1,11.82,19.61,-9.35
131.57,60.1,11.83,20.2,-9.36
131.57,60.1,11.82,19.61,-9.35
131.57,60.1,11.84,20.4,-9.36
131.57,60.1,11.84,20.4,-9.36
127.8,56.61,11.77,17.91,-9.33
129.8,58.41,11.8,18.85,-9.35
115.59,46.69,11.69,15.65,-9.3
127.8,56.61,11.74,16.97,-9.32
115.59,46.69,11.71,16.22,-9.31
127.8,56.61,11.76,17.53,-9.33
127.8,56.61,11.75,17.35,-9.33
127.8,56.61,11.75,17.35,-9.33
127.8,56.61,11.78,18.29,-9.34
127.8,56.61,11.78,18.29,-9.34
131.57,60.1,11.81,19.42,-9.35
131.57,60.1,11.81,19.42,-9.35
131.57,60.1,11.81,19.23,-9.35
129.8,58.41,11.79,18.66,-9.34
131.57,60.1,11.81,19.42,-9.35
110.01,42.68,11.6,13.64,-9.25
110.01,42.68,11.63,14.3,-9.27
98.23,35.21,11.5,11.74,-9.2
98.23,35.21,11.52,12.06,-9.21
98.23,35.21,11.52,12.06,-9.21
59.13,15.89,11.22,7.12,-9.03
68.34,16.71,11.34,8.91,-9.1
59.13,9.56,11.18,6.62,-9.01
68.34,16.71,11.35,9.07,-9.11
68.34,16.71,11.35,9.07,-9.11
59.13,9.56,11.18,6.62,-9.01
68.34,16.71,11.35,9.07,-9.11
68.34,16.71,11.35,9.07,-9.11
84.06,26.61,11.45,10.71,-9.17
84.06,26.61,11.45,10.71,-9.17
72.85,19.53,11.41,10.01,-9.14
84.06,26.61,11.45,10.71,-9.17
72.85,19.53,11.39,9.69,-9.13
84.06,26.61,11.45,10.71,-9.17
110.01,42.68,11.63,14.3,-9.27
98.23,35.21,11.52,12.06,-9.21
110.01,42.68,11.62,13.98,-9.26
115.59,46.69,11.68,15.46,-9.29
112.55,44.36,11.67,15.27,-9.29
84.06,26.61,11.45,10.71,-9.17
98.23,35.21,11.5,11.74,-9.2
115.59,46.69,11.69,15.65,-9.3
98.23,35.21,11.52,12.06,-9.21
98.23,35.21,11.52,12.06,-9.21
110.01,42.68,11.62,13.98,-9.26
63.19,1.8,2.87,0.08,-1.08
63.19,1.8,2.88,0.53,-1.08
59.13,9.56,11.17,6.48,-9.0
56.91,9.56,11.06,4.96,-8.93
56.91,9.56,11.06,4.96,-8.93
60.67,2.72,2.91,1.14,-1.09
56.91,9.56,11.06,4.96,-8.93
56.91,9.56,11.06,4.96,-8.93
56.91,9.56,11.15,6.16,-8.99
56.91,9.56,11.11,5.62,-8.96
59.13,9.56,11.17,6.48,-9.0
59.13,9.56,11.17,6.48,-9.0
59.13,9.56,11.17,6.48,-9.0
56.91,9.56,11.06,4.96,-8.93
56.91,9.56,11.11,5.62,-8.96
56.91,9.56,11.15,6.16,-8.99
135.08,63.65,11.88,22.38,-9.37
133.37,61.88,11.85,20.8,-9.37
135.08,63.65,11.87,21.79,-9.37
135.08,63.65,11.89,22.58,-9.38
136.66,65.36,11.89,27.98,-9.38
201.52,164.49,2.26,3.45,0.72
127.24,55.96,11.45,17.16,-8.77
148.37,80.77,11.92,33.73,-9.32
143.89,74.34,11.82,27.81,-9.17
236.53,166.72,2.24,1.62,0.72
201.52,164.49,2.26,2.99,-0.72
103.8,38.38,11.03,10.93,-8.37
143.65,74.29,11.93,32.01,-9.37
143.96,74.48,11.9,31.8,-9.28
145.06,76.1,11.87,30.1,-9.23
145.06,76.1,11.89,31.44,-9.27
132.85,61.22,11.58,19.9,-8.9
135.92,64.43,11.71,23.21,-9.04
143.89,74.34,11.82,27.62,-9.17
128.7,57.4,11.81,24.42,-9.36
124.96,54.09,11.74,21.97,-9.32
128.7,57.4,11.82,24.61,-9.36
61.7,12.61,11.19,11.73,-9.02
104.95,39.27,11.51,16.9,-9.21
236.53,166.72,2.24,1.62,0.72
201.52,164.49,2.26,2.85,0.72
201.52,164.49,2.26,2.99,-0.72
236.53,166.72,2.24,1.71,0.72
236.53,166.72,2.24,1.71,0.72
201.52,79.67,2.28,4.81,0.72
201.52,164.49,2.26,2.99,-0.72
236.53,166.72,2.24,1.71,0.72
236.53,166.72,2.24,1.32,0.72
201.52,164.49,2.27,3.62,-0.72
201.52,164.49,2.26,2.99,-0.72
110.84,42.58,2.3,7.81,0.72
110.84,43.15,2.3,7.48,0.72
101.24,36.25,11.31,14.84,-8.63
128.0,56.64,11.36,15.61,-8.68
103.8,38.38,11.06,11.32,-8.39
143.89,74.36,11.8,26.45,-9.14
139.14,68.2,11.92,29.91,-9.38
139.14,68.2,11.93,30.47,-9.38
140.22,69.51,11.93,31.62,-9.37
147.75,80.47,11.94,33.77,-9.35
148.37,80.77,11.93,33.9,-9.32
147.75,80.47,11.94,33.58,-9.35
144.0,73.62,11.92,33.37,-9.31
143.96,74.48,11.9,31.8,-9.28
144.0,73.62,11.92,32.84,-9.3
145.06,76.1,11.89,31.08,-9.26
145.38,76.51,11.85,29.14,-9.21
145.06,76.1,11.87,29.9,-9.23
145.06,76.1,11.88,30.69,-9.25
144.0,74.48,11.91,32.49,-9.29
103.8,38.38,11.03,10.93,-8.37
130.24,58.69,11.53,18.72,-8.85
128.0,56.64,11.4,16.39,-8.72
132.85,64.84,11.65,21.46,-8.97
132.85,61.22,11.6,20.29,-8.92
143.99,74.36,11.78,25.69,-9.12
139.69,78.08,11.74,24.16,-9.07
145.38,76.51,11.84,28.38,-9.19
143.89,74.34,11.82,27.81,-9.17
132.85,61.22,11.63,21.07,-8.96
139.69,78.08,11.76,24.73,-9.09
139.69,78.08,11.73,23.78,-9.06
124.96,54.09,11.76,22.54,-9.33
132.44,60.95,11.85,26.0,-9.37
143.65,74.29,11.94,32.4,-9.36
148.37,86.62,11.93,34.36,-9.34
139.14,66.89,11.91,29.34,-9.38
140.22,69.51,11.93,30.85,-9.37
128.7,57.4,11.82,24.61,-9.36
132.44,60.95,11.86,26.2,-9.37
124.96,54.09,11.7,21.03,-9.31
128.7,57.4,11.79,23.48,-9.34
128.7,57.4,11.8,24.04,-9.35
104.95,39.27,11.5,16.58,-9.2
112.55,44.55,11.61,18.81,-9.26
61.7,12.61,11.19,11.62,-9.01
100.35,20.53,11.41,15.02,-9.15
73.77,20.53,11.4,14.84,-9.14
112.55,44.55,11.62,18.98,-9.26
104.95,39.27,11.51,16.9,-9.21
112.55,44.55,11.63,19.15,-9.27
58.91,0.04,2.91,6.14,-1.09
56.74,9.91,11.14,10.98,-8.98
56.74,9.91,11.06,9.96,-8.94
56.74,9.91,11.15,11.16,-8.99
134.52,63.07,11.88,26.99,-9.38
236.53,166.72,2.24,1.62,0.72
236.53,166.72,2.24,1.62,0.72
236.53,166.72,2.24,1.62,0.72
236.53,166.72,2.24,1.71,0.72
236.53,166.72,2.25,1.76,-0.72
236.53,166.72,2.24,1.71,0.72
201.52,164.49,2.26,2.99,-0.72
201.52,164.49,2.26,2.99,-0.72
201.52,164.49,2.26,2.99,-0.72
201.52,164.49,2.26,2.99,-0.72
236.53,166.72,2.25,1.76,-0.72
201.52,164.49,2.26,2.85,0.72
236.53,166.72,2.24,1.71,0.72
236.53,166.72,2.24,1.71,0.72
236.53,166.72,2.24,1.71,0.72
236.53,166.72,2.24,1.71,0.72
201.52,164.49,2.27,3.62,-0.72
201.52,164.49,2.26,2.99,-0.72
201.52,164.49,2.27,3.62,-0.72
236.53,166.72,2.25,1.76,-0.72
201.52,164.49,2.26,2.99,-0.72
236.53,166.72,2.24,1.71,0.72
236.53,166.72,2.24,1.71,0.72
236.53,166.72,2.24,1.32,0.72
236.53,166.72,2.24,1.62,0.72
273.56,173.95,2.17,2.46,0.72
236.53,166.72,2.24,1.62,0.72
201.52,164.49,2.26,2.99,-0.72
201.52,164.49,2.26,2.99,-0.72
201.52,164.49,2.27,3.62,-0.72
201.52,164.49,2.26,2.99,-0.72
201.52,79.67,2.28,4.81,0.72
201.52,164.49,2.26,3.45,0.72
110.84,43.15,2.29,5.72,0.72
201.52,79.67,2.28,4.81,0.72
110.84,43.15,2.29,6.76,0.72
104.77,39.02,10.95,9.87,-8.29
104.77,39.02,10.95,9.87,-8.29
110.84,43.15,2.3,7.65,0.72
102.77,37.7,11.14,12.31,-8.46
102.77,37.7,11.12,12.11,-8.45
103.8,38.38,11.06,11.32,-8.39
128.0,56.64,11.38,16.0,-8.7
128.0,56.64,11.4,16.39,-8.72
124.77,53.81,11.33,15.23,-8.65
102.77,37.7,11.12,12.11,-8.45
103.8,38.38,11.03,10.93,-8.37
102.77,37.7,11.12,12.11,-8.45
104.77,39.02,10.98,10.28,-8.32
104.77,39.02,10.98,10.28,-8.32
130.24,58.69,11.51,18.33,-8.83
128.0,56.64,11.43,16.77,-8.74
128.0,56.64,11.36,15.61,-8.68
101.24,36.25,11.29,14.46,-8.61
143.89,74.34,11.83,28.19,-9.18
143.89,74.34,11.82,27.62,-9.17
140.22,69.51,11.93,30.85,-9.37
139.14,66.89,11.91,29.16,-9.38
139.14,66.89,11.92,29.53,-9.38
139.14,68.2,11.92,30.09,-9.38
140.22,69.51,11.93,31.04,-9.37
140.22,69.51,11.93,31.62,-9.37
140.22,69.51,11.93,30.85,-9.37
147.75,80.47,11.94,32.8,-9.36
147.75,80.47,11.94,33.58,-9.35
143.65,74.29,11.94,32.6,-9.36
148.37,86.62,11.93,34.61,-9.33
148.37,80.77,11.92,33.73,-9.32
148.37,86.62,11.93,34.55,-9.34
148.37,80.77,11.93,34.08,-9.32
148.37,86.62,11.93,34.36,-9.34
148.37,86.62,11.93,34.36,-9.34
143.65,74.29,11.94,32.6,-9.36
147.75,80.47,11.94,33.38,-9.35
144.0,73.62,11.92,33.55,-9.31
144.0,73.62,11.92,33.2,-9.31
144.0,73.62,11.92,33.55,-9.31
144.0,74.48,11.9,31.98,-9.28
143.96,74.48,11.9,31.8,-9.28
144.0,74.48,11.9,31.98,-9.28
143.96,74.48,11.9,31.8,-9.28
143.96,74.48,11.9,31.8,-9.28
144.0,74.48,11.9,31.98,-9.28
145.06,76.1,11.89,31.44,-9.27
145.06,76.1,11.88,30.69,-9.25
145.06,76.1,11.87,29.9,-9.23
145.06,76.1,11.87,30.1,-9.23
145.06,76.1,11.87,30.3,-9.24
145.38,76.51,11.84,28.57,-9.19
145.38,76.51,11.85,28.95,-9.2
145.06,76.1,11.86,29.71,-9.22
145.06,76.1,11.88,30.69,-9.25
145.06,76.1,11.89,31.08,-9.26
145.06,76.1,11.87,30.3,-9.24
145.06,76.1,11.89,31.44,-9.27
145.06,76.1,11.88,30.89,-9.25
145.06,76.1,11.89,31.08,-9.26
144.0,73.62,11.92,33.37,-9.31
144.0,73.62,11.92,33.37,-9.31
143.96,74.48,11.9,31.8,-9.28
144.0,73.62,11.92,32.84,-9.3
145.38,76.51,11.86,29.33,-9.21
201.52,79.67,2.28,5.1,0.72
103.8,38.38,11.03,10.93,-8.37
105.69,39.64,10.92,9.52,-8.26
104.77,39.02,11.0,10.56,-8.34
110.84,43.15,2.3,7.48,0.72
128.0,56.64,11.38,16.0,-8.7
102.77,37.7,11.11,11.91,-8.44
130.24,58.69,11.5,18.13,-8.82
128.0,56.64,11.43,16.77,-8.74
129.54,58.04,11.56,19.5,-8.88
130.24,58.69,11.53,18.72,-8.85
130.24,58.69,11.5,18.13,-8.82
128.0,56.64,11.36,15.61,-8.68
128.0,56.64,11.38,16.0,-8.7
129.54,58.04,11.56,19.5,-8.88
130.24,58.69,11.54,18.92,-8.86
132.85,61.22,11.6,20.29,-8.92
132.25,64.84,11.66,21.85,-8.99
132.85,64.84,11.65,21.46,-8.97
132.85,61.22,11.62,20.68,-8.94
143.99,78.08,11.77,25.31,-9.11
143.89,74.34,11.82,27.62,-9.17
143.99,74.36,11.79,26.07,-9.13
139.69,78.08,11.74,24.35,-9.08
139.69,68.83,11.72,23.59,-9.05
139.69,78.08,11.76,24.73,-9.09
135.92,64.84,11.7,22.82,-9.03
143.89,74.34,11.83,28.19,-9.18
143.89,74.34,11.82,27.81,-9.17
145.38,76.51,11.86,29.52,-9.22
145.38,76.51,11.84,28.76,-9.2
143.89,74.34,11.82,27.81,-9.17
143.89,74.34,11.82,27.62,-9.17
143.89,74.34,11.82,27.81,-9.17
129.54,58.04,11.56,19.5,-8.88
132.25,64.84,11.66,21.85,-8.99
132.85,61.22,11.62,20.68,-8.94
132.85,61.22,11.62,20.68,-8.94
132.85,61.22,11.58,19.9,-8.9
143.99,78.08,11.77,25.31,-9.11
139.69,78.08,11.73,23.97,-9.07
143.89,74.34,11.82,27.62,-9.17
143.99,78.08,11.77,25.31,-9.11
143.89,74.34,11.82,27.62,-9.17
139.69,78.08,11.76,24.73,-9.09
132.85,61.22,11.63,21.07,-8.96
139.69,68.83,11.72,23.59,-9.05
139.69,78.08,11.74,24.35,-9.08
132.25,64.84,11.66,21.85,-8.99
128.7,57.4,11.79,23.67,-9.35
130.61,59.18,11.83,25.01,-9.36
132.44,60.95,11.85,25.8,-9.37
